Time	Node	FaceId	FaceDescr	Type	Packets	Kilobytes	PacketRaw	KilobytesRaw
0.5	7	256	netdev://[00:00:00:00:00:12]	OutNacks	0	0	0	0
0.5	7	256	netdev://[00:00:00:00:00:12]	InSatisfiedInterests	24	0	15	0
0.5	7	256	netdev://[00:00:00:00:00:12]	InTimedOutInterests	0	0	0	0
0.5	7	256	netdev://[00:00:00:00:00:12]	OutSatisfiedInterests	27.2	0	17	0
0.5	7	256	netdev://[00:00:00:00:00:12]	OutTimedOutInterests	0	0	0	0
0.5	7	257	netdev://[00:00:00:00:00:14]	InInterests	28.8	0.39375	18	0.246094
0.5	7	257	netdev://[00:00:00:00:00:14]	OutInterests	24	0.328125	15	0.205078
0.5	7	257	netdev://[00:00:00:00:00:14]	InData	22.4	22.9906	14	14.3691
0.5	7	257	netdev://[00:00:00:00:00:14]	OutData	24	24.6328	15	15.3955
0.5	7	257	netdev://[00:00:00:00:00:14]	InNacks	0	0	0	0
0.5	7	257	netdev://[00:00:00:00:00:14]	OutNacks	0	0	0	0
0.5	7	257	netdev://[00:00:00:00:00:14]	InSatisfiedInterests	24	0	15	0
0.5	7	257	netdev://[00:00:00:00:00:14]	InTimedOutInterests	0	0	0	0
0.5	7	257	netdev://[00:00:00:00:00:14]	OutSatisfiedInterests	17.6	0	11	0
0.5	7	257	netdev://[00:00:00:00:00:14]	OutTimedOutInterests	0	0	0	0
0.5	7	258	netdev://[00:00:00:00:00:15]	InInterests	52.8	0.721875	33	0.451172
0.5	7	258	netdev://[00:00:00:00:00:15]	OutInterests	33.6	0.459375	21	0.287109
0.5	7	258	netdev://[00:00:00:00:00:15]	InData	25.6	26.275	16	16.4219
0.5	7	258	netdev://[00:00:00:00:00:15]	OutData	44.8	45.9813	28	28.7383
0.5	7	258	netdev://[00:00:00:00:00:15]	InNacks	0	0	0	0
0.5	7	258	netdev://[00:00:00:00:00:15]	OutNacks	0	0	0	0
0.5	7	258	netdev://[00:00:00:00:00:15]	InSatisfiedInterests	43.2	0	27	0
0.5	7	258	netdev://[00:00:00:00:00:15]	InTimedOutInterests	0	0	0	0
0.5	7	258	netdev://[00:00:00:00:00:15]	OutSatisfiedInterests	20.8	0	13	0
0.5	7	258	netdev://[00:00:00:00:00:15]	OutTimedOutInterests	0	0	0	0
0.5	7	259	internal://	InInterests	0	0	0	0
0.5	7	259	internal://	OutInterests	0	0	0	0
0.5	7	259	internal://	InData	0	0	0	0
0.5	7	259	internal://	OutData	0	0	0	0
0.5	7	259	internal://	InNacks	0	0	0	0
0.5	7	259	internal://	OutNacks	0	0	0	0
0.5	7	259	internal://	InSatisfiedInterests	17.6	0	11	0
0.5	7	259	internal://	InTimedOutInterests	0	0	0	0
0.5	7	259	internal://	OutSatisfiedInterests	0	0	0	0
0.5	7	259	internal://	OutTimedOutInterests	0	0	0	0
0.5	7	260	appFace://	InInterests	0	0	0	0
0.5	7	260	appFace://	OutInterests	54.4	0.546875	34	0.341797
0.5	7	260	appFace://	InData	54.4	55.8344	34	34.8965
0.5	7	260	appFace://	OutData	0	0	0	0
0.5	7	260	appFace://	InNacks	0	0	0	0
0.5	7	260	appFace://	OutNacks	0	0	0	0
0.5	7	260	appFace://	InSatisfiedInterests	0	0	0	0
0.5	7	260	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	260	appFace://	OutSatisfiedInterests	54.4	0	34	0
0.5	7	260	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	261	appFace://	InInterests	80	0.109375	50	0.0683594
0.5	7	261	appFace://	OutInterests	0	0	0	0
0.5	7	261	appFace://	InData	0	0	0	0
0.5	7	261	appFace://	OutData	19.2	19.7063	12	12.3164
0.5	7	261	appFace://	InNacks	0	0	0	0
0.5	7	261	appFace://	OutNacks	60.8	0	38	0
0.5	7	261	appFace://	InSatisfiedInterests	14.4	0	9	0
0.5	7	261	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	261	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	261	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	262	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	7	262	appFace://	OutInterests	0	0	0	0
0.5	7	262	appFace://	InData	0	0	0	0
0.5	7	262	appFace://	OutData	19.2	19.7063	12	12.3164
0.5	7	262	appFace://	InNacks	0	0	0	0
0.5	7	262	appFace://	OutNacks	60.8	0	38	0
0.5	7	262	appFace://	InSatisfiedInterests	12.8	0	8	0
0.5	7	262	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	262	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	262	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	263	appFace://	InInterests	80	0.109375	50	0.0683594
0.5	7	263	appFace://	OutInterests	0	0	0	0
0.5	7	263	appFace://	InData	0	0	0	0
0.5	7	263	appFace://	OutData	12.8	13.1375	8	8.21094
0.5	7	263	appFace://	InNacks	0	0	0	0
0.5	7	263	appFace://	OutNacks	65.6	0	41	0
0.5	7	263	appFace://	InSatisfiedInterests	11.2	0	7	0
0.5	7	263	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	263	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	263	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	264	appFace://	InInterests	80	0.109375	50	0.0683594
0.5	7	264	appFace://	OutInterests	0	0	0	0
0.5	7	264	appFace://	InData	0	0	0	0
0.5	7	264	appFace://	OutData	22.4	22.9906	14	14.3691
0.5	7	264	appFace://	InNacks	0	0	0	0
0.5	7	264	appFace://	OutNacks	57.6	0	36	0
0.5	7	264	appFace://	InSatisfiedInterests	14.4	0	9	0
0.5	7	264	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	264	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	264	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	265	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	7	265	appFace://	OutInterests	0	0	0	0
0.5	7	265	appFace://	InData	0	0	0	0
0.5	7	265	appFace://	OutData	17.6	18.0641	11	11.29
0.5	7	265	appFace://	InNacks	0	0	0	0
0.5	7	265	appFace://	OutNacks	62.4	0	39	0
0.5	7	265	appFace://	InSatisfiedInterests	9.6	0	6	0
0.5	7	265	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	265	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	265	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	266	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	7	266	appFace://	OutInterests	0	0	0	0
0.5	7	266	appFace://	InData	0	0	0	0
0.5	7	266	appFace://	OutData	27.2	27.9172	17	17.4482
0.5	7	266	appFace://	InNacks	0	0	0	0
0.5	7	266	appFace://	OutNacks	52.8	0	33	0
0.5	7	266	appFace://	InSatisfiedInterests	12.8	0	8	0
0.5	7	266	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	266	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	266	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	267	appFace://	InInterests	80	0.109375	50	0.0683594
0.5	7	267	appFace://	OutInterests	0	0	0	0
0.5	7	267	appFace://	InData	0	0	0	0
0.5	7	267	appFace://	OutData	12.8	13.1375	8	8.21094
0.5	7	267	appFace://	InNacks	0	0	0	0
0.5	7	267	appFace://	OutNacks	64	0	40	0
0.5	7	267	appFace://	InSatisfiedInterests	9.6	0	6	0
0.5	7	267	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	267	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	267	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	268	appFace://	InInterests	80	0.04375	50	0.0273438
0.5	7	268	appFace://	OutInterests	0	0	0	0
0.5	7	268	appFace://	InData	0	0	0	0
0.5	7	268	appFace://	OutData	9.6	9.85313	6	6.1582
0.5	7	268	appFace://	InNacks	0	0	0	0
0.5	7	268	appFace://	OutNacks	70.4	0	44	0
0.5	7	268	appFace://	InSatisfiedInterests	6.4	0	4	0
0.5	7	268	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	268	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	268	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	269	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	7	269	appFace://	OutInterests	0	0	0	0
0.5	7	269	appFace://	InData	0	0	0	0
0.5	7	269	appFace://	OutData	8	8.21094	5	5.13184
0.5	7	269	appFace://	InNacks	0	0	0	0
0.5	7	269	appFace://	OutNacks	70.4	0	44	0
0.5	7	269	appFace://	InSatisfiedInterests	4.8	0	3	0
0.5	7	269	appFace://	InTimedOutInterests	0	0	0	0
0.5	7	269	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	7	269	appFace://	OutTimedOutInterests	0	0	0	0
0.5	7	-1	all	SatisfiedInterests	238.4	0	149	0
0.5	7	-1	all	TimedOutInterests	0	0	0	0
0.5	8	1	internal://	InInterests	0	0	0	0
0.5	8	1	internal://	OutInterests	0	0	0	0
0.5	8	1	internal://	InData	0	0	0	0
0.5	8	1	internal://	OutData	0	0	0	0
0.5	8	1	internal://	InNacks	0	0	0	0
0.5	8	1	internal://	OutNacks	0	0	0	0
0.5	8	1	internal://	InSatisfiedInterests	0	0	0	0
0.5	8	1	internal://	InTimedOutInterests	0	0	0	0
0.5	8	1	internal://	OutSatisfiedInterests	17.6	0	11	0
0.5	8	1	internal://	OutTimedOutInterests	0	0	0	0
0.5	8	256	netdev://[00:00:00:00:00:16]	InInterests	33.6	0.459375	21	0.287109
0.5	8	256	netdev://[00:00:00:00:00:16]	OutInterests	54.4	0.74375	34	0.464844
0.5	8	256	netdev://[00:00:00:00:00:16]	InData	44.8	45.9813	28	28.7383
0.5	8	256	netdev://[00:00:00:00:00:16]	OutData	27.2	27.9172	17	17.4482
0.5	8	256	netdev://[00:00:00:00:00:16]	InNacks	0	0	0	0
0.5	8	256	netdev://[00:00:00:00:00:16]	OutNacks	0	0	0	0
0.5	8	256	netdev://[00:00:00:00:00:16]	InSatisfiedInterests	27.2	0	17	0
0.5	8	256	netdev://[00:00:00:00:00:16]	InTimedOutInterests	0	0	0	0
0.5	8	256	netdev://[00:00:00:00:00:16]	OutSatisfiedInterests	33.6	0	21	0
0.5	8	256	netdev://[00:00:00:00:00:16]	OutTimedOutInterests	0	0	0	0
0.5	8	257	netdev://[00:00:00:00:00:18]	InInterests	1.6	0.021875	1	0.0136719
0.5	8	257	netdev://[00:00:00:00:00:18]	OutInterests	19.2	0.2625	12	0.164062
0.5	8	257	netdev://[00:00:00:00:00:18]	InData	17.6	18.0641	11	11.29
0.5	8	257	netdev://[00:00:00:00:00:18]	OutData	1.6	1.64219	1	1.02637
0.5	8	257	netdev://[00:00:00:00:00:18]	InNacks	0	0	0	0
0.5	8	257	netdev://[00:00:00:00:00:18]	OutNacks	0	0	0	0
0.5	8	257	netdev://[00:00:00:00:00:18]	InSatisfiedInterests	1.6	0	1	0
0.5	8	257	netdev://[00:00:00:00:00:18]	InTimedOutInterests	0	0	0	0
0.5	8	257	netdev://[00:00:00:00:00:18]	OutSatisfiedInterests	14.4	0	9	0
0.5	8	257	netdev://[00:00:00:00:00:18]	OutTimedOutInterests	0	0	0	0
0.5	8	258	internal://	InInterests	0	0	0	0
0.5	8	258	internal://	OutInterests	0	0	0	0
0.5	8	258	internal://	InData	0	0	0	0
0.5	8	258	internal://	OutData	0	0	0	0
0.5	8	258	internal://	InNacks	0	0	0	0
0.5	8	258	internal://	OutNacks	0	0	0	0
0.5	8	258	internal://	InSatisfiedInterests	17.6	0	11	0
0.5	8	258	internal://	InTimedOutInterests	0	0	0	0
0.5	8	258	internal://	OutSatisfiedInterests	0	0	0	0
0.5	8	258	internal://	OutTimedOutInterests	0	0	0	0
0.5	8	259	appFace://	InInterests	0	0	0	0
0.5	8	259	appFace://	OutInterests	25.6	0.2625	16	0.164062
0.5	8	259	appFace://	InData	25.6	26.275	16	16.4219
0.5	8	259	appFace://	OutData	0	0	0	0
0.5	8	259	appFace://	InNacks	0	0	0	0
0.5	8	259	appFace://	OutNacks	0	0	0	0
0.5	8	259	appFace://	InSatisfiedInterests	0	0	0	0
0.5	8	259	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	259	appFace://	OutSatisfiedInterests	25.6	0	16	0
0.5	8	259	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	260	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	8	260	appFace://	OutInterests	0	0	0	0
0.5	8	260	appFace://	InData	0	0	0	0
0.5	8	260	appFace://	OutData	14.4	14.7797	9	9.2373
0.5	8	260	appFace://	InNacks	0	0	0	0
0.5	8	260	appFace://	OutNacks	62.4	0	39	0
0.5	8	260	appFace://	InSatisfiedInterests	8	0	5	0
0.5	8	260	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	260	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	260	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	261	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	8	261	appFace://	OutInterests	0	0	0	0
0.5	8	261	appFace://	InData	0	0	0	0
0.5	8	261	appFace://	OutData	17.6	18.0641	11	11.29
0.5	8	261	appFace://	InNacks	0	0	0	0
0.5	8	261	appFace://	OutNacks	60.8	0	38	0
0.5	8	261	appFace://	InSatisfiedInterests	9.6	0	6	0
0.5	8	261	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	261	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	261	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	262	appFace://	InInterests	80	0.13125	50	0.0820312
0.5	8	262	appFace://	OutInterests	0	0	0	0
0.5	8	262	appFace://	InData	0	0	0	0
0.5	8	262	appFace://	OutData	19.2	19.7063	12	12.3164
0.5	8	262	appFace://	InNacks	0	0	0	0
0.5	8	262	appFace://	OutNacks	59.2	0	37	0
0.5	8	262	appFace://	InSatisfiedInterests	12.8	0	8	0
0.5	8	262	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	262	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	262	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	263	appFace://	InInterests	80	0.0875	50	0.0546875
0.5	8	263	appFace://	OutInterests	0	0	0	0
0.5	8	263	appFace://	InData	0	0	0	0
0.5	8	263	appFace://	OutData	12.8	13.1375	8	8.21094
0.5	8	263	appFace://	InNacks	0	0	0	0
0.5	8	263	appFace://	OutNacks	65.6	0	41	0
0.5	8	263	appFace://	InSatisfiedInterests	4.8	0	3	0
0.5	8	263	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	263	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	263	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	264	appFace://	InInterests	80	0.065625	50	0.0410156
0.5	8	264	appFace://	OutInterests	0	0	0	0
0.5	8	264	appFace://	InData	0	0	0	0
0.5	8	264	appFace://	OutData	12.8	13.1375	8	8.21094
0.5	8	264	appFace://	InNacks	0	0	0	0
0.5	8	264	appFace://	OutNacks	65.6	0	41	0
0.5	8	264	appFace://	InSatisfiedInterests	8	0	5	0
0.5	8	264	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	264	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	264	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	265	appFace://	InInterests	80	0.13125	50	0.0820312
0.5	8	265	appFace://	OutInterests	0	0	0	0
0.5	8	265	appFace://	InData	0	0	0	0
0.5	8	265	appFace://	OutData	16	16.4219	10	10.2637
0.5	8	265	appFace://	InNacks	0	0	0	0
0.5	8	265	appFace://	OutNacks	62.4	0	39	0
0.5	8	265	appFace://	InSatisfiedInterests	8	0	5	0
0.5	8	265	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	265	appFace://	OutSatisfiedInterests	0	0	0	0
0.5	8	265	appFace://	OutTimedOutInterests	0	0	0	0
0.5	8	266	appFace://	InInterests	80	0.153125	50	0.0957031
0.5	8	266	appFace://	OutInterests	0	0	0	0
0.5	8	266	appFace://	InData	0	0	0	0
0.5	8	266	appFace://	OutData	17.6	18.0641	11	11.29
0.5	8	266	appFace://	InNacks	0	0	0	0
0.5	8	266	appFace://	OutNacks	62.4	0	39	0
0.5	8	266	appFace://	InSatisfiedInterests	11.2	0	7	0
0.5	8	266	appFace://	InTimedOutInterests	0	0	0	0
0.5	8	266	appFace://	OutSatisfiedInterests
